product_name,category,unit_size,batch_id,production_date,total_weight_kg,in_stock_quantity,price_per_unit,cost_per_unit,operator_name,print_count,printed_by
Mango Pickle,Pickle,50gm,B00250,2024-04-04,5.4,108,148.38,115.99,Seema,136,Printer_A
Goda Masala,Masala,200gm,B00251,2024-11-14,16.4,82,30.9,20.63,Seema,91,Printer_B
Javas Chatani,Chutney,200gm,B00252,2023-10-16,23.8,119,59.51,38.57,Neha,249,Printer_B
Shengdana Chatani,Chutney,500gm,B00253,2023-02-13,77.0,154,40.55,30.08,Ajay,133,Printer_A
Chunda,Pickle,50gm,B00254,2023-04-20,3.65,73,137.61,85.88,Neha,250,Printer_B
Mix Pickle,Pickle,50gm,B00255,2024-02-09,4.0,80,79.25,70.91,Sunil,216,Printer_B
Tikha & Lal Mirchi Powder,Masala,50gm,B00256,2025-08-12,7.2,144,137.59,106.33,Priya,47,Printer_B
Mango Pickle,Pickle,1kg,B00257,2024-11-20,124.0,124,133.86,113.13,Priya,70,Printer_A
udad dal papad,Papad,500gm,B00258,2024-11-11,71.5,143,50.51,40.44,Priya,197,Printer_A
Bedgi Mirchi Powder,Masala,1kg,B00259,2024-07-02,106.0,106,116.21,88.38,Ravi,180,Printer_B
Mango Pickle,Pickle,100gm,B00260,2025-12-05,10.5,105,63.6,46.48,Ajay,173,Printer_A
Chicken Masala,Masala,1kg,B00261,2025-11-19,149.0,149,146.16,104.25,Ajay,270,Printer_C
Mango Pickle,Pickle,1kg,B00262,2024-07-01,163.0,163,90.91,52.07,Ajay,66,Printer_B
Chunda,Pickle,50gm,B00263,2025-07-21,4.8,96,114.87,95.38,Sunil,126,Printer_C
Tikha & Lal Mirchi Powder,Masala,500gm,B00264,2023-08-24,43.5,87,99.75,64.47,Priya,204,Printer_A
Hirva Thecha,Thecha,100gm,B00265,2023-08-23,14.9,149,68.48,53.29,Ravi,19,Printer_B
Tikhat Mirchi Powder,Masala,100gm,B00266,2024-10-14,8.5,85,70.39,38.03,Ajay,251,Printer_C
Lasun Pickle,Pickle,100gm,B00267,2025-03-11,7.2,72,95.87,63.32,Neha,254,Printer_C
Meat Masala,Masala,100gm,B00268,2024-12-11,8.9,89,127.18,86.02,Priya,145,Printer_C
Mango Pickle,Pickle,100gm,B00269,2024-08-08,12.2,122,121.23,94.4,Neha,162,Printer_B
Sweet N Hot Lemon Pickle,Pickle,500gm,B00270,2024-07-18,36.5,73,102.73,86.12,Neha,150,Printer_B
Garam Masala,Masala,1kg,B00271,2024-12-13,144.0,144,141.54,120.19,Sunil,84,Printer_B
Tikha & Lal Mirchi Powder,Masala,50gm,B00272,2024-12-21,4.95,99,44.92,36.8,Seema,255,Printer_A
Bedgi Mirchi Powder,Masala,1kg,B00273,2024-12-23,58.0,58,54.6,38.97,Seema,65,Printer_C
Maruti Mango Pickle,Pickle,100gm,B00274,2023-01-17,5.0,50,118.93,91.85,Seema,129,Printer_A
Goda Masala,Masala,200gm,B00275,2025-07-22,22.6,113,123.78,105.01,Sunil,12,Printer_C
udad dal papad,Papad,100gm,B00276,2024-09-16,9.3,93,125.94,94.15,Ajay,112,Printer_B
Chatpata Masala,Masala,50gm,B00277,2023-09-08,4.3,86,127.75,102.14,Priya,29,Printer_A
Biryani Pulav Masala,Masala,100gm,B00278,2023-12-13,7.5,75,138.94,96.54,Sunil,105,Printer_C
Papad,Papad,200gm,B00279,2023-01-19,18.2,91,77.09,65.14,Priya,181,Printer_B
Mango Pickle,Pickle,1kg,B00280,2025-07-05,88.0,88,115.65,100.6,Neha,249,Printer_B
Garam Masala,Masala,50gm,B00281,2024-03-15,4.35,87,94.77,69.34,Priya,105,Printer_A
Lasun Pickle,Pickle,200gm,B00282,2025-10-07,11.6,58,57.87,50.34,Seema,217,Printer_B
Mango Pickle,Pickle,50gm,B00283,2024-10-06,5.75,115,95.23,83.04,Neha,254,Printer_B
Javas Chatani,Chutney,50gm,B00284,2024-06-15,5.0,100,95.14,69.4,Sunil,178,Printer_B
Chunda,Pickle,1kg,B00285,2023-04-12,116.0,116,105.32,73.77,Sunil,41,Printer_C
Garam Masala,Masala,200gm,B00286,2023-06-17,22.6,113,50.01,43.19,Neha,169,Printer_C
Garam Masala,Masala,200gm,B00287,2024-09-08,16.4,82,94.02,81.63,Neha,254,Printer_A
Mango Pickle,Pickle,1kg,B00288,2024-06-18,85.0,85,149.72,123.63,Neha,285,Printer_C
Kolhapuri Thecha,Thecha,100gm,B00289,2025-10-28,7.6,76,119.27,72.76,Sunil,279,Printer_B
Mix Pickle,Pickle,200gm,B00290,2023-12-04,27.0,135,115.69,86.56,Ravi,290,Printer_C
Bedgi Mirchi Powder,Masala,1kg,B00291,2023-03-28,153.0,153,71.05,53.03,Ajay,69,Printer_C
Bedgi Mirchi Powder,Masala,1kg,B00292,2024-02-17,110.0,110,75.46,48.08,Ajay,38,Printer_B
Garam Masala,Masala,500gm,B00293,2024-08-18,65.5,131,77.67,57.41,Ajay,167,Printer_C
Kanda Lasun Masala,Masala,200gm,B00294,2023-10-19,10.8,54,88.36,63.86,Ravi,226,Printer_B
Green Chilly Pickle,Pickle,1kg,B00295,2023-12-03,94.0,94,116.4,92.23,Neha,251,Printer_A
Sunday Kala Masala,Masala,100gm,B00296,2023-10-24,8.5,85,95.13,64.26,Priya,225,Printer_B
sabudana papad,Papad,500gm,B00297,2024-11-13,74.0,148,129.22,101.79,Ajay,286,Printer_A
Green Chilly Pickle,Pickle,200gm,B00298,2023-03-18,23.4,117,57.28,35.92,Ajay,75,Printer_C
udad dal papad,Papad,50gm,B00299,2023-12-15,6.95,139,143.67,92.81,Priya,288,Printer_B
Mix Pickle,Pickle,100gm,B00300,2023-07-05,6.2,62,46.69,29.43,Seema,67,Printer_A
Hirva Thecha,Thecha,500gm,B00301,2025-10-01,73.0,146,32.17,27.72,Seema,44,Printer_A
Chunda,Pickle,500gm,B00302,2025-10-28,62.5,125,42.27,37.01,Ravi,32,Printer_B
Mango Pickle,Pickle,1kg,B00303,2023-10-25,54.0,54,140.7,114.27,Ravi,267,Printer_B
Malvani Masala,Masala,1kg,B00304,2024-08-25,141.0,141,74.93,46.51,Priya,174,Printer_A
Tikhat Mirchi Powder,Masala,100gm,B00305,2025-08-14,10.0,100,118.37,104.2,Seema,41,Printer_C
Papad,Papad,100gm,B00306,2025-10-18,16.5,165,139.28,74.77,Ajay,186,Printer_C
Green Chilly Pickle,Pickle,1kg,B00307,2024-10-14,70.0,70,49.86,32.7,Ravi,202,Printer_A
Maruti Mix Pickle,Pickle,500gm,B00308,2023-11-10,68.0,136,140.5,120.97,Neha,83,Printer_B
Karala Chatani,Chutney,1kg,B00309,2024-12-18,104.0,104,57.29,44.82,Priya,208,Printer_A
Kolhapuri Jhatka,Masala,200gm,B00310,2025-02-15,19.2,96,36.57,25.62,Neha,57,Printer_C
Lasun Pickle,Pickle,100gm,B00311,2023-04-22,10.1,101,124.53,97.27,Priya,30,Printer_A
Garam Masala,Masala,1kg,B00312,2025-10-07,114.0,114,77.78,51.43,Ajay,180,Printer_B
Papad,Papad,50gm,B00313,2023-12-24,6.2,124,140.76,104.12,Ravi,255,Printer_A
Green Chilly Pickle,Pickle,100gm,B00314,2024-12-18,17.0,170,118.5,75.33,Ajay,154,Printer_B
Mango Pickle,Pickle,200gm,B00315,2024-04-17,18.4,92,33.94,29.66,Neha,248,Printer_A
Chatpata Thecha,Thecha,500gm,B00316,2024-12-12,51.5,103,51.17,38.35,Seema,33,Printer_C
Panipuri Chatani,Chutney,100gm,B00317,2023-04-19,11.9,119,34.07,23.63,Priya,223,Printer_B
Garam Masala,Masala,200gm,B00318,2023-06-27,15.6,78,99.67,78.71,Seema,291,Printer_C
Javas Chatani,Chutney,200gm,B00319,2024-10-16,15.4,77,55.52,41.89,Neha,261,Printer_B
Garam Masala,Masala,200gm,B00320,2023-02-18,32.0,160,145.33,79.15,Ajay,287,Printer_C
Papad,Papad,1kg,B00321,2023-11-03,135.0,135,40.24,36.18,Neha,34,Printer_A
Biryani Pulav Masala,Masala,100gm,B00322,2023-10-01,9.8,98,65.95,45.7,Seema,243,Printer_B
8+2 Mirchi Powder,Masala,1kg,B00323,2024-09-01,143.0,143,120.0,79.56,Ravi,292,Printer_B
Haldi Powder,Masala,1kg,B00324,2025-04-10,132.0,132,71.93,53.26,Ravi,230,Printer_A
Garam Masala,Masala,50gm,B00325,2025-03-07,4.9,98,34.39,25.5,Priya,139,Printer_B
Misal Masala,Masala,500gm,B00326,2023-06-13,59.5,119,100.49,59.11,Ajay,134,Printer_C
Kashmiri Mirchi Powder,Masala,50gm,B00327,2025-12-21,4.8,96,93.32,70.95,Sunil,57,Printer_B
Meat Masala,Masala,1kg,B00328,2024-01-01,143.0,143,97.16,62.82,Sunil,52,Printer_B
Mithi Chatani,Chutney,200gm,B00329,2025-12-04,10.0,50,70.12,43.66,Neha,31,Printer_A
Kashmiri Mirchi Powder,Masala,1kg,B00330,2024-04-03,52.0,52,74.8,50.96,Sunil,153,Printer_C
Lime Chilly Pickle,Pickle,50gm,B00331,2023-12-11,4.15,83,79.05,48.03,Ravi,116,Printer_C
Garam Masala,Masala,500gm,B00332,2023-05-19,70.5,141,130.77,112.48,Seema,209,Printer_C
Khobra Lasun Chatani,Chutney,200gm,B00333,2024-10-05,11.4,57,33.25,22.16,Sunil,50,Printer_C
Maruti Mango Pickle,Pickle,200gm,B00334,2023-02-08,27.4,137,53.53,40.24,Sunil,184,Printer_C
Maruti Mix Pickle,Pickle,1kg,B00335,2024-12-11,121.0,121,42.49,35.69,Ravi,149,Printer_B
Mango Pickle,Pickle,200gm,B00336,2025-12-14,23.2,116,136.5,104.7,Seema,204,Printer_A
Jai Ho Mango Pickle,Pickle,200gm,B00337,2023-10-03,11.4,57,41.93,28.22,Seema,204,Printer_C
Jai Ho Mango Pickle,Pickle,100gm,B00338,2025-06-12,12.7,127,102.38,86.21,Ravi,12,Printer_B
Mango Pickle,Pickle,200gm,B00339,2023-02-06,19.0,95,77.66,54.4,Ajay,295,Printer_C
Mango Pickle,Pickle,50gm,B00340,2023-02-18,6.7,134,78.77,54.92,Ravi,176,Printer_B
Haldi Powder,Masala,500gm,B00341,2024-11-24,65.5,131,31.56,19.75,Neha,134,Printer_C
Mango Pickle,Pickle,500gm,B00342,2023-02-10,36.0,72,131.78,83.92,Seema,84,Printer_A
Garam Masala,Masala,200gm,B00343,2024-05-26,13.6,68,99.96,72.61,Ravi,138,Printer_A
Lasun Pickle,Pickle,500gm,B00344,2025-09-15,10.0,20,139.27,109.67,Ravi,165,Printer_A
Papad,Papad,200gm,B00345,2025-06-28,18.0,90,61.13,37.53,Ajay,181,Printer_B
Hirva Thecha,Thecha,1kg,B00346,2023-05-20,136.0,136,34.11,28.97,Neha,112,Printer_B
Tikhat Mirchi Powder,Masala,500gm,B00347,2024-04-23,43.0,86,79.13,60.58,Priya,134,Printer_B
Meat Masala,Masala,500gm,B00348,2024-02-19,73.5,147,133.33,88.78,Seema,289,Printer_A
Green Chilly Pickle,Pickle,1kg,B00349,2023-12-15,135.0,135,123.57,78.38,Neha,117,Printer_B
Chatpata Thecha,Thecha,50gm,B00350,2024-10-05,3.95,79,88.49,76.84,Priya,133,Printer_B
Green Chilly Pickle,Pickle,500gm,B00351,2024-01-20,87.5,175,81.03,41.06,Ajay,215,Printer_C
Mango Pickle,Pickle,500gm,B00352,2025-01-12,31.5,63,119.0,96.35,Sunil,284,Printer_C
Green Chilly Pickle,Pickle,50gm,B00353,2023-10-22,3.7,74,60.95,39.12,Priya,95,Printer_C
Murabba,Pickle,1kg,B00354,2025-10-13,53.0,53,45.87,39.91,Neha,179,Printer_B
Garam Masala,Masala,50gm,B00355,2024-03-24,8.85,177,62.68,31.69,Ajay,123,Printer_B
Meat Masala,Masala,500gm,B00356,2025-08-17,33.5,67,93.56,79.01,Ravi,22,Printer_B
Goda Masala,Masala,500gm,B00357,2023-02-24,45.0,90,62.89,48.19,Ravi,169,Printer_B
Mango Pickle,Pickle,100gm,B00358,2025-07-16,7.4,74,89.7,73.2,Ravi,241,Printer_B
8+2 Mirchi Powder,Masala,50gm,B00359,2025-02-28,8.25,165,46.43,35.75,Ajay,65,Printer_C
Chatpata Thecha,Thecha,100gm,B00360,2025-03-06,8.5,85,117.86,67.8,Ajay,228,Printer_B
Malvani Masala,Masala,500gm,B00361,2025-03-21,51.0,102,51.04,44.63,Priya,212,Printer_A
Maruti Mango Pickle,Pickle,100gm,B00362,2024-08-13,7.5,75,78.53,65.28,Ravi,119,Printer_A
Misal Masala,Masala,50gm,B00363,2025-02-28,4.75,95,35.64,23.16,Priya,197,Printer_B
Bedgi Mirchi Powder,Masala,50gm,B00364,2024-10-16,5.7,114,39.94,31.19,Priya,170,Printer_C
Chicken Masala,Masala,500gm,B00365,2025-02-12,37.5,75,38.19,32.5,Neha,98,Printer_C
Sweet N Hot Lemon Pickle,Pickle,200gm,B00366,2025-08-22,12.0,60,72.68,59.29,Ravi,70,Printer_A
Tikhat Mirchi Powder,Masala,100gm,B00367,2024-10-17,11.8,118,103.25,81.03,Ajay,80,Printer_C
Meat Masala,Masala,100gm,B00368,2024-09-23,10.4,104,109.64,96.6,Neha,98,Printer_C
Garam Masala,Masala,200gm,B00369,2023-03-27,29.6,148,88.05,51.15,Ajay,37,Printer_B
Papad,Papad,500gm,B00370,2023-03-13,34.5,69,49.44,42.15,Neha,268,Printer_C
Mango Pickle,Pickle,500gm,B00371,2024-10-15,80.0,160,89.56,60.82,Ajay,52,Printer_C
Kanda Lasun Masala,Masala,100gm,B00372,2024-01-08,14.7,147,104.8,77.79,Priya,96,Printer_B
Lime Chilly Pickle,Pickle,500gm,B00373,2025-07-19,61.0,122,39.02,31.94,Ravi,288,Printer_B
Mix Pickle,Pickle,50gm,B00374,2025-06-07,6.9,138,114.59,89.32,Neha,62,Printer_C
Kolhapuri Thecha,Thecha,100gm,B00375,2024-11-02,10.4,104,59.57,44.42,Ajay,188,Printer_A
Mango Pickle,Pickle,50gm,B00376,2023-03-24,4.65,93,146.12,87.9,Priya,189,Printer_C
Murabba,Pickle,500gm,B00377,2023-09-26,30.5,61,73.32,46.01,Seema,115,Printer_A
Lime Chilly Pickle,Pickle,1kg,B00378,2024-09-06,128.0,128,46.42,36.44,Ajay,159,Printer_B
Lime Chilly Pickle,Pickle,1kg,B00379,2025-11-05,104.0,104,92.56,57.94,Neha,220,Printer_A
sabudana papad,Papad,100gm,B00380,2025-11-08,12.9,129,134.75,110.45,Ravi,174,Printer_A
Maruti Mix Pickle,Pickle,500gm,B00381,2024-02-21,35.0,70,121.08,98.95,Seema,222,Printer_B
Mango Pickle,Pickle,50gm,B00382,2024-07-09,6.45,129,131.9,89.02,Sunil,198,Printer_B
Papad,Papad,200gm,B00383,2025-01-25,27.6,138,107.6,86.94,Neha,57,Printer_C
udad dal papad,Papad,200gm,B00384,2023-11-13,15.0,75,34.73,28.19,Seema,229,Printer_A
Mango Pickle,Pickle,200gm,B00385,2024-05-19,24.0,120,149.92,114.95,Ravi,258,Printer_B
Shengdana Chatani,Chutney,50gm,B00386,2023-02-26,6.75,135,139.86,85.34,Sunil,18,Printer_A
Karala Chatani,Chutney,100gm,B00387,2024-07-14,5.6,56,65.68,57.62,Seema,77,Printer_C
Tikhat Mirchi Powder,Masala,200gm,B00388,2023-09-09,21.6,108,143.31,106.37,Ravi,94,Printer_A
Chicken Masala,Masala,200gm,B00389,2025-10-08,34.6,173,36.59,23.29,Ajay,56,Printer_C
Goda Masala,Masala,100gm,B00390,2024-02-19,10.8,108,129.47,79.12,Seema,237,Printer_A
Haldi Powder,Masala,200gm,B00391,2023-12-14,16.0,80,73.76,56.66,Sunil,254,Printer_A
Malvani Masala,Masala,50gm,B00392,2025-11-04,4.7,94,39.23,31.73,Seema,163,Printer_A
Meat Masala,Masala,100gm,B00393,2025-12-05,8.9,89,82.92,59.81,Ravi,298,Printer_A
Murabba,Pickle,100gm,B00394,2024-05-07,8.8,88,67.83,51.68,Priya,87,Printer_B
Green Chilly Pickle,Pickle,500gm,B00395,2023-02-04,71.0,142,109.4,89.86,Ravi,73,Printer_C
Lasun Pickle,Pickle,200gm,B00396,2024-05-05,16.4,82,136.32,106.98,Seema,53,Printer_A
Lemon Pickle,Pickle,1kg,B00397,2025-09-25,115.0,115,32.93,28.35,Neha,23,Printer_C
Panipuri Chatani,Chutney,100gm,B00398,2025-09-07,7.9,79,30.03,19.69,Sunil,161,Printer_C
8+2 Mirchi Powder,Masala,100gm,B00399,2024-06-08,9.7,97,142.69,105.54,Ajay,46,Printer_C
Shengdana Chatani,Chutney,50gm,B00400,2024-12-05,5.9,118,31.14,16.06,Ajay,225,Printer_B
Lemon Pickle,Pickle,100gm,B00401,2024-12-25,14.2,142,34.51,25.67,Ravi,44,Printer_A
Kolhapuri Jhatka,Masala,50gm,B00402,2023-12-13,4.75,95,134.84,107.23,Ajay,266,Printer_B
Chat Masala,Masala,500gm,B00403,2023-09-18,29.5,59,41.0,28.74,Priya,152,Printer_A
Tikhat Mirchi Powder,Masala,1kg,B00404,2023-12-05,133.0,133,118.51,79.6,Priya,210,Printer_C
Green Chilly Pickle,Pickle,50gm,B00405,2024-10-24,2.6,52,86.08,59.32,Neha,132,Printer_A
Malvani Masala,Masala,500gm,B00406,2023-07-20,58.5,117,115.87,90.0,Ravi,99,Printer_A
Haldi Powder,Masala,100gm,B00407,2025-01-16,9.7,97,32.14,28.81,Neha,277,Printer_C
Jai Ho Mango Pickle,Pickle,200gm,B00408,2023-06-24,24.4,122,43.14,30.95,Sunil,147,Printer_C
Shengdana Chatani,Chutney,50gm,B00409,2024-11-09,5.85,117,56.19,49.73,Priya,144,Printer_C
udad dal papad,Papad,50gm,B00410,2024-07-12,5.5,110,61.08,47.43,Ravi,300,Printer_A
Kitchen King Masala,Masala,200gm,B00411,2023-12-22,17.6,88,135.49,119.69,Sunil,126,Printer_C
Mango Pickle,Pickle,50gm,B00412,2023-04-16,4.5,90,138.45,110.31,Ajay,86,Printer_A
Javas Chatani,Chutney,50gm,B00413,2025-11-23,6.0,120,148.94,99.72,Sunil,224,Printer_A
Chatpata Masala,Masala,500gm,B00414,2025-05-27,34.5,69,130.54,87.35,Ravi,200,Printer_A
Mango Pickle,Pickle,50gm,B00415,2023-04-17,6.15,123,35.63,25.48,Neha,215,Printer_A
Panipuri Chatani,Chutney,200gm,B00416,2024-05-18,24.0,120,52.37,38.43,Ajay,198,Printer_A
Sunday Kala Masala,Masala,200gm,B00417,2025-09-15,17.0,85,126.09,86.87,Ajay,262,Printer_A
Lasun Pickle,Pickle,1kg,B00418,2023-03-14,136.0,136,136.05,119.5,Ravi,287,Printer_B
Green Chilly Pickle,Pickle,50gm,B00419,2024-01-22,7.0,140,61.23,40.08,Ajay,167,Printer_A
Bedgi Mirchi Powder,Masala,100gm,B00420,2024-07-02,13.1,131,113.52,73.35,Neha,82,Printer_C
Misal Masala,Masala,50gm,B00421,2023-12-17,5.55,111,85.61,58.8,Ajay,200,Printer_B
udad dal papad,Papad,50gm,B00422,2025-02-05,6.9,138,101.15,78.29,Priya,211,Printer_A
Chunda,Pickle,50gm,B00423,2024-09-05,7.35,147,84.89,60.9,Seema,143,Printer_B
Karala Chatani,Chutney,500gm,B00424,2025-11-11,85.5,171,87.2,44.76,Ajay,149,Printer_A
Dhana Powder,Masala,100gm,B00425,2023-11-19,14.7,147,133.46,112.49,Ravi,64,Printer_A
Mango Pickle,Pickle,200gm,B00426,2024-02-12,17.8,89,141.79,116.35,Neha,116,Printer_B
Tikhat Mirchi Powder,Masala,200gm,B00427,2023-02-26,29.4,147,79.01,56.24,Sunil,30,Printer_A
Kolhapuri Thecha,Thecha,200gm,B00428,2023-02-08,24.2,121,113.49,69.75,Neha,212,Printer_C
Tikha & Lal Mirchi Powder,Masala,200gm,B00429,2024-11-06,13.4,67,39.73,26.46,Ravi,217,Printer_B
Lemon Pickle,Pickle,1kg,B00430,2023-02-04,126.0,126,137.34,123.25,Sunil,81,Printer_A
Haldi Powder,Masala,100gm,B00431,2023-03-13,11.9,119,135.95,89.02,Ajay,53,Printer_C
Chunda,Pickle,50gm,B00432,2023-12-07,5.35,107,98.56,78.71,Neha,237,Printer_A
Goda Masala,Masala,200gm,B00433,2023-01-15,17.8,89,97.89,66.58,Ravi,231,Printer_C
Chicken Masala,Masala,50gm,B00434,2024-10-06,4.25,85,92.55,70.38,Ajay,105,Printer_B
Misal Masala,Masala,100gm,B00435,2023-09-20,14.1,141,132.07,113.61,Seema,161,Printer_B
Biryani Pulav Masala,Masala,1kg,B00436,2024-01-09,120.0,120,70.08,40.06,Ajay,224,Printer_A
Green Chilly Pickle,Pickle,1kg,B00437,2023-09-26,102.0,102,111.62,87.69,Priya,19,Printer_B
Jai Ho Mango Pickle,Pickle,200gm,B00438,2024-08-16,23.4,117,52.71,40.3,Ajay,299,Printer_C
Chatpata Masala,Masala,200gm,B00439,2023-01-20,18.8,94,134.62,81.95,Seema,153,Printer_A
Hirva Thecha,Thecha,500gm,B00440,2025-05-19,36.0,72,30.62,25.9,Neha,91,Printer_A
Kolhapuri Jhatka,Masala,100gm,B00441,2024-08-26,10.2,102,119.22,77.28,Neha,38,Printer_A
Lime Chilly Pickle,Pickle,500gm,B00442,2024-12-28,74.5,149,96.74,80.0,Seema,131,Printer_C
Chatpata Masala,Masala,200gm,B00443,2025-01-23,18.2,91,30.77,18.03,Ajay,300,Printer_C
Garam Masala,Masala,100gm,B00444,2024-08-06,12.5,125,69.17,46.2,Ajay,56,Printer_A
Malvani Masala,Masala,100gm,B00445,2023-08-01,17.4,174,75.2,37.8,Ajay,113,Printer_A
Dal Tadka Masala,Masala,100gm,B00446,2024-01-05,8.4,84,45.41,31.11,Priya,82,Printer_A
Mithi Chatani,Chutney,200gm,B00447,2023-06-22,30.0,150,94.95,74.91,Ajay,61,Printer_B
Tikhat Mirchi Powder,Masala,100gm,B00448,2023-10-14,11.2,112,77.06,50.39,Sunil,259,Printer_C
Chatpata Masala,Masala,1kg,B00449,2025-12-20,86.0,86,42.3,37.27,Sunil,124,Printer_C
Chunda,Pickle,100gm,B00450,2024-05-23,14.5,145,122.5,108.31,Seema,100,Printer_C
Haldi Powder,Masala,1kg,B00451,2024-11-25,113.0,113,114.98,71.31,Neha,26,Printer_A
Murabba,Pickle,1kg,B00452,2023-09-04,59.0,59,86.83,53.61,Neha,82,Printer_B
Maruti Mango Pickle,Pickle,100gm,B00453,2024-12-06,13.1,131,134.58,120.05,Priya,55,Printer_C
Green Chilly Pickle,Pickle,200gm,B00454,2024-01-07,15.6,78,83.51,66.33,Seema,44,Printer_B
Kolhapuri Jhatka,Masala,50gm,B00455,2025-01-13,6.55,131,120.99,61.39,Ajay,224,Printer_A
Shengdana Chatani,Chutney,500gm,B00456,2024-05-13,30.0,60,128.58,91.49,Ravi,255,Printer_C
Green Chilly Pickle,Pickle,100gm,B00457,2023-07-26,8.1,81,122.45,98.57,Neha,160,Printer_A
Chatpata Masala,Masala,50gm,B00458,2023-05-13,3.75,75,49.07,36.34,Seema,48,Printer_C
Javas Chatani,Chutney,50gm,B00459,2024-09-20,2.65,53,81.14,59.67,Neha,25,Printer_B
Javas Chatani,Chutney,100gm,B00460,2025-12-06,8.8,88,93.24,79.05,Ravi,179,Printer_A
udad dal papad,Papad,500gm,B00461,2025-08-24,62.0,124,56.49,35.29,Priya,154,Printer_B
Malvani Masala,Masala,50gm,B00462,2024-08-27,7.85,157,57.61,31.07,Ajay,37,Printer_B
Haldi Powder,Masala,50gm,B00463,2024-11-21,5.8,116,144.1,92.99,Priya,112,Printer_A
Kanda Lasun Masala,Masala,100gm,B00464,2025-04-03,17.1,171,117.75,91.0,Ajay,69,Printer_B
Jai Ho Mango Pickle,Pickle,500gm,B00465,2024-12-09,54.0,108,145.74,120.68,Ravi,288,Printer_B
Garam Masala,Masala,500gm,B00466,2024-03-02,59.0,118,148.08,107.03,Seema,248,Printer_B
Kashmiri Mirchi Powder,Masala,200gm,B00467,2025-01-25,17.4,87,57.59,38.24,Sunil,59,Printer_A
Green Chilly Pickle,Pickle,1kg,B00468,2024-12-19,113.0,113,134.17,109.28,Seema,41,Printer_B
Hirva Thecha,Thecha,500gm,B00469,2025-10-16,33.5,67,133.72,99.22,Priya,130,Printer_B
Tikhat Mirchi Powder,Masala,500gm,B00470,2025-01-19,60.5,121,49.11,32.47,Neha,85,Printer_A
Papad,Papad,500gm,B00471,2023-12-06,71.0,142,123.19,102.4,Neha,108,Printer_A
Tikha & Lal Mirchi Powder,Masala,50gm,B00472,2025-06-27,4.75,95,93.64,56.69,Priya,142,Printer_B
Khobra Lasun Chatani,Chutney,50gm,B00473,2023-06-13,7.1,142,45.75,27.9,Priya,151,Printer_C
Mango Pickle,Pickle,50gm,B00474,2025-09-17,5.45,109,146.1,95.79,Sunil,67,Printer_B
Garam Masala,Masala,1kg,B00475,2025-08-04,64.0,64,87.78,55.76,Neha,298,Printer_A
Jai Ho Mango Pickle,Pickle,1kg,B00476,2024-11-09,96.0,96,102.88,59.08,Ajay,258,Printer_C
Murabba,Pickle,50gm,B00477,2023-04-05,2.9,58,54.06,40.41,Priya,215,Printer_A
Chicken Masala,Masala,200gm,B00478,2025-04-24,28.4,142,108.18,64.67,Ajay,147,Printer_B
Kanda Lasun Masala,Masala,200gm,B00479,2024-04-16,10.2,51,125.71,87.13,Neha,60,Printer_A
Garam Masala,Masala,500gm,B00480,2024-04-14,63.0,126,47.95,35.45,Priya,55,Printer_A
Mango Pickle,Pickle,500gm,B00481,2025-07-17,71.5,143,77.1,57.36,Neha,38,Printer_C
Chatpata Thecha,Thecha,50gm,B00482,2024-10-13,7.2,144,116.63,92.97,Ravi,278,Printer_C
Kanda Lasun Masala,Masala,100gm,B00483,2023-11-08,13.8,138,133.21,111.09,Ravi,35,Printer_B
Sweet N Hot Lemon Pickle,Pickle,200gm,B00484,2024-11-17,17.4,87,116.91,84.73,Ajay,73,Printer_C
Kanda Lasun Masala,Masala,200gm,B00485,2024-09-06,18.0,90,59.05,52.91,Neha,252,Printer_C
Lemon Pickle,Pickle,200gm,B00486,2023-11-09,16.2,81,32.2,23.98,Sunil,56,Printer_B
Kanda Lasun Masala,Masala,50gm,B00487,2023-11-25,7.05,141,114.3,87.77,Neha,123,Printer_C
Kashmiri Mirchi Powder,Masala,100gm,B00488,2024-09-17,8.1,81,142.95,88.88,Ravi,14,Printer_B
Khobra Lasun Chatani,Chutney,100gm,B00489,2025-11-08,14.6,146,40.54,28.59,Seema,166,Printer_C
udad dal papad,Papad,200gm,B00490,2024-12-28,22.4,112,128.94,78.31,Ajay,139,Printer_A
Mango Pickle,Pickle,1kg,B00491,2025-06-04,115.0,115,147.3,97.26,Ravi,201,Printer_C
Green Chilly Pickle,Pickle,1kg,B00492,2024-05-04,94.0,94,54.02,29.72,Ajay,182,Printer_B
Green Chilly Pickle,Pickle,200gm,B00493,2024-09-21,19.6,98,144.19,91.89,Seema,86,Printer_C
Maruti Mix Pickle,Pickle,50gm,B00494,2025-06-11,2.75,55,101.37,79.57,Priya,23,Printer_C
Mango Pickle,Pickle,200gm,B00495,2024-12-13,34.8,174,94.96,67.68,Ajay,28,Printer_C
Sweet N Hot Lemon Pickle,Pickle,1kg,B00496,2023-05-23,57.0,57,143.68,113.16,Seema,283,Printer_C
Jai Ho Mango Pickle,Pickle,200gm,B00497,2025-05-06,26.6,133,70.73,59.73,Sunil,295,Printer_A
Sunday Kala Masala,Masala,500gm,B00498,2023-10-24,28.0,56,109.3,83.71,Sunil,103,Printer_C
Khobra Lasun Chatani,Chutney,50gm,B00499,2023-05-24,2.75,55,128.08,94.23,Neha,225,Printer_B
